Are you self-employed?,Is your employer primarily a tech company/organization?,Do you have previous employers?,Have you ever sought treatment for a mental health issue from a mental health professional?,What is your age?,How many employees does your company or organization have?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up a mental health issue with a potential employer in an interview?,Why or why not?.1,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,Have you been diagnosed with a mental health condition by a medical professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your gender?,What country do you live in?,What US state or territory do you live in?,What country do you work in?,What US state or territory do you work in?,Which of the following best describes your work position?,Do you work remotely?,Cluster
0,1.0,1,0,30,26-100,Yes,I am not sure,No,No,I don't know,I don't know,Maybe,No,Maybe,Maybe,No,No,Some did,"No, I only became aware later",None did,None did,I don't know,Some of them,None of them,Some of my previous employers,"No, at none of my previous employers",I don't know,None of them,Maybe,I don't think it's relevant.,Maybe,"Again, unless relevant.","No, I don't think it would","No, I don't think they would",Somewhat open,No,No,Maybe,No,No,Not applicable to me,Not applicable to me,Male,United Kingdom,Unknown,United Kingdom,Unknown,Designer|Front-end Developer,Sometimes,0
0,1.0,1,1,43,500-1000,Yes,I am not sure,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Maybe,Yes,Yes,No,Some did,I was aware of some,None did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers",I don't know,I don't know,"Yes, all of them",Maybe,it depends how much I feel I trust them,No,I don't yet know what they'd do with that information,Maybe,Maybe,Somewhat open,Maybe/Not sure,Yes,Yes,No,Yes,Never,Rarely,M,Australia,Unknown,Australia,Unknown,Supervisor/Team Lead|DevOps/SysAdmin|HR,Sometimes,1
0,1.0,1,0,37,1-5,Not eligible for coverage / N/A,Unknown,No,I don't know,No,Somewhat easy,No,No,Yes,Yes,Yes,No,Some did,I was aware of some,Some did,Some did,I don't know,I don't know,Some of them,"No, at none of my previous employers","No, at none of my previous employers",Some did,Some of them,No,I would rather try to get the job first and then raise it if required later,No,I would raise it after I got the job if necessary,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),"Yes, I observed",Yes,No,No,No,Not applicable to me,Not applicable to me,Female,Australia,Unknown,Australia,Unknown,DevOps/SysAdmin|Designer|Front-end Developer|Back-end Developer,Always,1
0,1.0,1,1,25,100-500,Yes,I am not sure,No,Yes,I don't know,Somewhat difficult,Maybe,Maybe,No,Maybe,No,No,Some did,"No, I only became aware later",None did,None did,Sometimes,"Yes, all of them",Some of them,Some of my previous employers,Some of my previous employers,None did,"Yes, all of them",Maybe,Worried about it interfering with day to day tasks or limiting opprotunities,No,"Worried about it limiting opportunities, seen as a major negative ","Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,No,Yes,Yes,Yes,Rarely,Often,male,United States of America,Virginia,United States of America,Virginia,DevOps/SysAdmin,Sometimes,0
0,1.0,1,1,27,More than 1000,Not eligible for coverage / N/A,Unknown,Yes,Yes,I don't know,Somewhat difficult,Yes,No,No,No,No,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,"Yes, all of them",None of them,Some of my previous employers,"No, at none of my previous employers",None did,None of them,No,Unknown,No,Unknown,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Yes,Yes,Yes,Yes,Never,Often,Male,Australia,Unknown,Australia,Unknown,Front-end Developer|Back-end Developer|DevOps/SysAdmin,Sometimes,0
0,1.0,1,0,24,6-25,No,Unknown,No,No,I don't know,I don't know,Maybe,No,Maybe,Maybe,No,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,Yes,"physical health issues are easier for other people to see, depression is easy for others to dismiss",No,previous attempts haven't gone well,Maybe,Maybe,Somewhat open,Unknown,No,Yes,Maybe,No,Sometimes,Often,male,United Kingdom,Unknown,United Kingdom,Unknown,Front-end Developer,Never,0
0,1.0,1,1,31,100-500,Not eligible for coverage / N/A,Unknown,Yes,No,I don't know,Somewhat difficult,Maybe,No,No,No,I don't know,No,Some did,"Yes, I was aware of all of them",None did,Some did,"Yes, always","Yes, all of them",None of them,"No, at none of my previous employers",Some of my previous employers,None did,None of them,No,"I feel they would be likely to weigh it against me in considering me for the job, whether intentionally/consciously or not.",No,"I feel they would definitely weigh it against me in considering me for the job, whether intentionally/consciously or not.","Yes, it has",Maybe,Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,Rarely,Often,Nonbinary,Switzerland,Unknown,Switzerland,Unknown,Back-end Developer,Never,0
0,1.0,1,0,31,26-100,I don't know,I am not sure,No,No,Yes,Somewhat easy,No,No,Maybe,Maybe,Yes,No,I don't know,N/A (not currently aware),None did,None did,"Yes, always",I don't know,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,No,Unknown,No,Unknown,Maybe,Maybe,Somewhat open,No,No,Maybe,Maybe,No,Sometimes,Sometimes,male ,Germany,Unknown,Germany,Unknown,Front-end Developer|Back-end Developer|Other,Sometimes,0
0,1.0,1,1,33,More than 1000,No,No,Yes,No,I don't know,Very easy,Maybe,No,No,Maybe,Yes,No,"No, none did",I was aware of some,None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,Maybe,Unknown,No,Unknown,"Yes, I think it would","Yes, they do",Somewhat open,No,No,Yes,Yes,Yes,Rarely,Often,Male,Australia,Unknown,Australia,Unknown,Back-end Developer,Sometimes,0
0,1.0,1,1,43,More than 1000,Yes,I am not sure,No,I don't know,No,Somewhat difficult,Yes,Yes,Maybe,No,No,No,Some did,I was aware of some,Some did,Some did,Sometimes,"Yes, all of them",Some of them,Some of my previous employers,"No, at none of my previous employers",None did,Some of them,No,I wouldn't expect them to hire me if I did.,No,I wouldn't expect them to hire me and I would expect them to make it known why they didn't hire me.,"Yes, it has","Yes, they do",Somewhat open,"Yes, I experienced",Yes,Yes,Maybe,No,Sometimes,Often,Male,United States of America,California,United States of America,California,Other|Dev Evangelist/Advocate,Sometimes,1
0,1.0,1,1,49,More than 1000,Yes,I am not sure,Yes,Yes,Yes,Very easy,No,No,Maybe,Yes,I don't know,No,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,Maybe,Unknown,Maybe,Unknown,Maybe,"No, I don't think they would",Somewhat open,"Yes, I observed",I don't know,Yes,Yes,Yes,Rarely,Sometimes,Male,Australia,Unknown,Australia,Unknown,Back-end Developer,Sometimes,1
0,1.0,1,1,35,26-100,No,Unknown,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Yes,Yes,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,None of them,None of them,"Yes, at all of my previous employers",Some of my previous employers,"Yes, they all did",None of them,Yes,Knowledge about this will make it easier to know if the job is right for me and if I'll be able to handle it.,Yes,same as above,"Yes, I think it would",Maybe,Neutral,"Yes, I observed",No,Maybe,No,No,Sometimes,Sometimes,male,Bulgaria,Unknown,Bulgaria,Unknown,DevOps/SysAdmin|Supervisor/Team Lead,Sometimes,0
0,1.0,1,1,53,More than 1000,Yes,Yes,No,Yes,Yes,Very difficult,Yes,Yes,Yes,No,No,No,Some did,I was aware of some,None did,Some did,Sometimes,Some of them,Some of them,Some of my previous employers,Some of my previous employers,None did,None of them,Yes,Not an issue.,No,Stigma of mental illness.,"Yes, I think it would","No, I don't think they would",Very open,No,No,Yes,No,Yes,Sometimes,Often,Male,Canada,Unknown,Canada,Unknown,Front-end Developer|Back-end Developer,Sometimes,1
0,1.0,1,1,45,100-500,I don't know,I am not sure,I don't know,I don't know,No,I don't know,No,No,No,Maybe,Yes,No,Some did,I was aware of some,I don't know,Some did,No,I don't know,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,No,"Unless it's a physical handicap, I don't want the problem to affect their judgement.",No,An interview is no place to discuss these kind of problems.  An interview is to sell yourself based on your merits.,Maybe,"No, I don't think they would",Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,Rarely,Sometimes,m,United States of America,Maryland,United States of America,Maryland,Back-end Developer|Front-end Developer,Never,1
0,1.0,1,1,40,100-500,Yes,No,No,Yes,I don't know,Very difficult,Yes,Maybe,No,No,No,No,"Yes, they all did",I was aware of some,Some did,Some did,I don't know,"Yes, all of them",None of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,Maybe,"Potentially viewed as disqualifying, even if it's not",No,Viewed as disqualifying,"Yes, I think it would","Yes, I think they would",Somewhat open,No,I don't know,No,Maybe,No,Never,Sometimes,Male,United States of America,Massachusetts,United States of America,Massachusetts,Support|Sales|Designer,Sometimes,1
0,1.0,1,0,41,More than 1000,Yes,Yes,No,No,Yes,I don't know,Maybe,No,Maybe,Maybe,No,No,"No, none did",N/A (not currently aware),None did,None did,No,Some of them,Some of them,Some of my previous employers,Some of my previous employers,None did,Some of them,No,If it didn't affect my work performance it would be none of their concern,No,It would affect my chance of getting the job,Maybe,"No, I don't think they would",Neutral,No,No,Yes,No,Yes,Never,Sometimes,Male,New Zealand,Unknown,New Zealand,Unknown,Back-end Developer,Always,1
0,1.0,1,1,31,100-500,Not eligible for coverage / N/A,Unknown,Yes,I don't know,I don't know,Somewhat easy,No,No,Maybe,Maybe,Yes,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,None of them,Yes,I would feel dishonest if I didn't share known physical issue,Maybe,Mental issue are still considered a bit of a taboo and I have trouble expressing how I feel. It will greatly depend on how I feel on the moment with the interviewer,Maybe,Maybe,Somewhat open,Maybe/Not sure,I don't know,No,Maybe,No,Not applicable to me,Not applicable to me,Male,Switzerland,Unknown,Switzerland,Unknown,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer|Front-end Developer,Sometimes,0
0,1.0,1,1,44,100-500,No,Unknown,No,No,I don't know,Somewhat easy,Maybe,No,No,Maybe,No,Yes,"No, none did",I was aware of some,None did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers",Some of my previous employers,None did,None of them,Maybe,"Interviews are a process of elimination. I don't want to give the employer a reason to eliminate me.
If the physical issue were something with clear protections under the law (eg vision impairment, mobility issues), then I would disclose.",No,"Because I think that it would put me as a candidate into the ""too hard basket"". It is much to easy to justify not employing someone on other criteria when the mental illness was actually a significant factor thereby avoiding accusations of discrimination.","Yes, I think it would",Maybe,Somewhat open,"Yes, I observed",Yes,Yes,Maybe,Yes,Rarely,Sometimes,Male,Australia,Unknown,Australia,Unknown,Executive Leadership,Sometimes,1
0,1.0,1,1,37,More than 1000,Yes,No,No,I don't know,I don't know,Very difficult,Maybe,No,Maybe,Maybe,I don't know,No,"Yes, they all did",I was aware of some,Some did,Some did,I don't know,Some of them,None of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,None of them,Maybe,It may not be relevant to the job.,No,"Too easy for that to immediately disqualify me in their eyes, without me having any proof of this or recourse.","Yes, it has","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,Rarely,Sometimes,m,United States of America,Wisconsin,United States of America,Wisconsin,DevOps/SysAdmin|Back-end Developer,Sometimes,1
0,1.0,1,1,31,26-100,Yes,Yes,Yes,I don't know,I don't know,Somewhat easy,Maybe,No,No,Maybe,Yes,No,"Yes, they all did",I was aware of some,None did,None did,Sometimes,"Yes, all of them",None of them,"No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,Maybe,It might make me look like a liability ,No,It might make me look like a liability ,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,Rarely,Often,Female,United States of America,Tennessee,United States of America,Tennessee,Front-end Developer,Sometimes,0
0,1.0,1,0,36,26-100,No,Unknown,No,No,I don't know,I don't know,Yes,Maybe,No,No,No,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,Some of my previous employers,I don't know,I don't know,None of them,No,"If it does not interfere with work, it is none of their business.",No,Unknown,"Yes, I think it would","Yes, I think they would",Not open at all,"Yes, I observed",I don't know,No,Maybe,No,Not applicable to me,Never,female,Bulgaria,Unknown,Bulgaria,Unknown,Back-end Developer,Sometimes,1
0,1.0,1,1,22,1-5,Not eligible for coverage / N/A,Unknown,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No,Some did,I was aware of some,None did,Some did,I don't know,Some of them,Some of them,"No, at none of my previous employers",Some of my previous employers,I don't know,None of them,Maybe,depends on whether the health issue would actually affect my job or impede performance,No,"I feel stable on medication right now. I'd only bring it up after accepting the job, if high anxiety occurs","No, I don't think it would","No, they do not",Very open,No,Yes,Yes,Yes,Yes,Rarely,Often,woman,United States of America,New Jersey,United States of America,New Jersey,Other|Back-end Developer,Always,0
0,1.0,1,1,36,500-1000,Yes,Yes,No,Yes,I don't know,Very difficult,Yes,Maybe,No,No,No,No,"Yes, they all did",I was aware of some,None did,Some did,I don't know,Some of them,None of them,"No, at none of my previous employers","No, at none of my previous employers",Some did,None of them,No,I wouldn't want it to affect my chances of getting the job.,No,"I wouldn't want it to affect my chances of getting the job. I'm already a woman and a person of color; why would I bring up something else that makes me different when ""cultural fit"" is such a big deal in this field?","Yes, I think it would","Yes, I think they would",Somewhat open,No,I don't know,Yes,Maybe,Yes,Sometimes,Sometimes,"Female (props for making this a freeform field, though)",United States of America,Kentucky,United States of America,Kentucky,Other,Sometimes,1
0,1.0,1,1,26,26-100,Yes,I am not sure,No,No,I don't know,Very difficult,Yes,Yes,No,No,No,Yes,"No, none did","Yes, I was aware of all of them",None did,None did,Sometimes,Some of them,Some of them,Some of my previous employers,Some of my previous employers,None did,Some of them,No,I have multiple chronic illnesses and have been advised by lawyers to never bring them up in interview situations as discrimination is difficult to prove. ,No,"Social stigma, lack of protection under the law and difficulties proving discrimination","Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,Rarely,Sometimes,female,United States of America,California,United States of America,California,Dev Evangelist/Advocate,Sometimes,0
0,1.0,1,0,39,More than 1000,Not eligible for coverage / N/A,Unknown,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,Yes,I don't know,No,"No, none did",N/A (not currently aware),Some did,Some did,I don't know,Some of them,"Yes, all of them","No, at none of my previous employers",Some of my previous employers,Some did,Some of them,No,Unless it would affect my ability to perform my duties my health is of no relevance to my employer.,No,Again - unless I think it would affect my ability to do my job it is none of their business.,"Yes, I think it would",Maybe,Neutral,"Yes, I observed",Yes,Yes,No,Yes,Not applicable to me,Not applicable to me,Male,Australia,Unknown,Australia,Unknown,Other|Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer|Support,Sometimes,1
0,1.0,1,0,32,1-5,Not eligible for coverage / N/A,No,No,No,No,Somewhat difficult,Yes,No,Maybe,Maybe,Yes,No,Some did,"No, I only became aware later",None did,None did,I don't know,Some of them,Some of them,"Yes, at all of my previous employers","Yes, at all of my previous employers",Some did,Some of them,No,None of their business ,No,Not the topic of discussion unless my mental health impaired work directly ,Maybe,Maybe,Somewhat open,No,Yes,Yes,No,No,Sometimes,Often,M,United Kingdom,Unknown,United Kingdom,Unknown,Supervisor/Team Lead|Executive Leadership,Sometimes,0
0,1.0,1,1,44,100-500,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,Maybe,I don't know,No,Some did,"No, I only became aware later",None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,"No, at none of my previous employers",Some did,None of them,Maybe,Unknown,No,Unknown,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,I don't know,Maybe,Maybe,Yes,Rarely,Sometimes,m,Sweden,Unknown,Sweden,Unknown,Front-end Developer,Sometimes,1
0,1.0,1,1,36,100-500,Yes,I am not sure,No,Yes,Yes,Very difficult,Yes,Yes,Maybe,No,I don't know,No,"No, none did",N/A (not currently aware),I don't know,None did,I don't know,"Yes, all of them",Some of them,Some of my previous employers,"No, at none of my previous employers",I don't know,None of them,No,"it's already a contentious situation to simply ask for one day off.  i'm not comfortable asking for a sick day (i'll work from home instead).  and i would think i'd be ""throwing"" the interview to ask for a concession at that point in the working relationship, as if it would ensure i would not be called back.",No,"i believe there is a stigma around mental health issues, since they are somewhat mysterious.  So, as uncomfortable as i am about asking for a sick day, or for a physical concession, asking for a mental health concession would absolutely be out of the question for me.","Yes, it has","Yes, they do",Somewhat not open,Maybe/Not sure,Yes,Yes,Yes,Yes,Rarely,Often,male,United States of America,Idaho,United States of America,Idaho,DevOps/SysAdmin,Sometimes,1
0,1.0,1,0,23,1-5,No,Unknown,No,No,Yes,Somewhat difficult,No,No,No,No,I don't know,No,I don't know,N/A (not currently aware),None did,None did,I don't know,None of them,Some of them,Some of my previous employers,"No, at none of my previous employers",I don't know,Some of them,No,I would be worried I would not get the job. I might also feel embarassed.,No,Same as above,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,No,No,No,No,Not applicable to me,Not applicable to me,male,Canada,Unknown,Canada,Unknown,Front-end Developer,Never,0
0,1.0,1,0,23,26-100,Yes,I am not sure,No,No,Yes,Somewhat easy,Maybe,No,No,No,I don't know,No,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,"No, at none of my previous employers",I don't know,I don't know,None of them,Maybe,"If it prevents me from performing in certain aspects of the job, I think the interviewer needs to know.",No,"No idea, that's not something I'd be comfortable dealing with. It's essentially as if I told them I may or may not act like a retard some day, but it ain't my fault, it's XYZ disease's fault. :-)

Not a very good pitch to sell yourself",Maybe,Maybe,Neutral,Maybe/Not sure,I don't know,No,Yes,Yes,Sometimes,Sometimes,M,Canada,Unknown,Canada,Unknown,Other,Always,0
0,1.0,1,0,49,6-25,No,Unknown,No,No,I don't know,Very easy,No,No,Yes,Yes,Yes,No,I don't know,"No, I only became aware later",None did,None did,I don't know,None of them,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers","Yes, they all did",None of them,Yes,Unknown,Maybe,Unknown,Maybe,Maybe,Somewhat open,No,No,No,No,No,Not applicable to me,Not applicable to me,Female,United States of America,Georgia,United States of America,Georgia,Supervisor/Team Lead|Front-end Developer|Back-end Developer|Support|DevOps/SysAdmin,Sometimes,1
0,1.0,1,0,25,6-25,No,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,No,I don't know,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,No,I just think it's still frowned upon. Chances of getting a job after mentioning such a thing in an interview would be slim in my opinion.,No,Same answer. When someone hears that you have mental health issue they do not want to risk hiring you. People are weird...,"Yes, I think it would","No, I don't think they would",Not open at all,Unknown,I don't know,No,Maybe,No,Not applicable to me,Not applicable to me,m,Bosnia and Herzegovina,Unknown,Bosnia and Herzegovina,Unknown,Back-end Developer,Never,0
0,1.0,1,0,37,More than 1000,No,Unknown,Yes,Yes,Yes,Somewhat easy,Yes,Yes,No,No,Yes,No,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,"Yes, all of them","Yes, at all of my previous employers",Some of my previous employers,None did,None of them,No,Unknown,No,Unknown,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,No,No,No,No,Never,Often,male,Germany,Unknown,Germany,Unknown,Front-end Developer|Back-end Developer,Never,1
0,1.0,1,0,26,26-100,I don't know,No,No,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,I don't know,No,"No, none did","Yes, I was aware of all of them",None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,None did,None of them,Yes,It should be known if they are going to hire you,Yes,Same answer,Maybe,Maybe,Not applicable to me (I do not have a mental illness),No,No,No,No,No,Not applicable to me,Not applicable to me,Male,United States of America,California,United States of America,California,Back-end Developer,Sometimes,0
0,1.0,1,1,41,100-500,I don't know,Yes,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,No,No,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,Some of my previous employers,"No, at none of my previous employers",None did,None of them,Yes,"I feel relatively protected, I think that nothing really bad could happen as far as consequences for that.",Maybe,"I feel a lot less protected when discussing mental health, that protection is non-existent or unclear",Maybe,Maybe,Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,Rarely,Often,Male,United States of America,Michigan,United States of America,Michigan,Back-end Developer,Sometimes,1
0,1.0,1,1,33,100-500,Not eligible for coverage / N/A,Unknown,No,No,Yes,Neither easy nor difficult,Maybe,No,Maybe,Maybe,I don't know,No,"No, none did",N/A (not currently aware),None did,None did,I don't know,None of them,None of them,"No, at none of my previous employers","Yes, at all of my previous employers",I don't know,None of them,Maybe,Unknown,No,Unknown,"No, I don't think it would",Maybe,Somewhat open,No,I don't know,Yes,Maybe,Yes,Never,Often,Male,Sweden,Unknown,Sweden,Unknown,Front-end Developer|Back-end Developer,Sometimes,0
0,1.0,1,1,47,6-25,No,Yes,No,No,No,Neither easy nor difficult,Yes,Maybe,No,No,No,Yes,"No, none did","Yes, I was aware of all of them",None did,None did,Sometimes,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",Some did,None of them,No,"AFAIK, during an interview, it's recommended to not discuss things that may impair one's availability, or might cause excessive drain on insurance benefits. So much so that it might cause the employer to choose another candidate.",No,"This is a conservative area. Employers don't want to hear about someone’s “drama”, or risk having that be exposed to a paying client. It might impair the bottom-line.","Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,Often,Often,Male,United States of America,Illinois,United States of America,Illinois,Other,Sometimes,1
0,1.0,1,1,26,More than 1000,Yes,Yes,No,I don't know,I don't know,Somewhat difficult,Yes,Maybe,No,No,I don't know,No,Some did,"Yes, I was aware of all of them",None did,None did,I don't know,I don't know,"Yes, all of them","No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,No,Because I feel it would be a big negative.,No,"They would assume lots of things, it takes a lot of education to describe the effects of a mental illness, and requires nuance to interpret how it affects a candidates ability to do a job.","Yes, it has","Yes, they do",Somewhat not open,Maybe/Not sure,No,Yes,Yes,Yes,Sometimes,Often,male,United States of America,California,United States of America,California,Back-end Developer,Never,0
0,1.0,1,1,32,26-100,Yes,Yes,No,No,I don't know,I don't know,Yes,No,No,No,I don't know,No,"Yes, they all did","Yes, I was aware of all of them",None did,Some did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,None of them,No,Afraid of seeming weak.,No,"Too much stigma, no way I would get the job.",Maybe,"Yes, I think they would",Somewhat open,No,Yes,Yes,Yes,Yes,Sometimes,Often,Female ,United States of America,North Carolina,United States of America,North Carolina,Designer,Sometimes,0
0,1.0,1,1,26,6-25,No,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,I don't know,No,Some did,I was aware of some,Some did,Some did,Sometimes,None of them,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers",Some did,Some of them,Maybe,I would be worried about not getting hired.,No,I would definitely be worried that it would significantly hurt my chances of getting hired.,Maybe,Maybe,Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,Rarely,Often,Female,United States of America,Illinois,United States of America,Illinois,Other,Sometimes,0
0,1.0,1,0,33,1-5,Yes,No,No,No,I don't know,Very difficult,Maybe,No,Yes,Maybe,Yes,No,"Yes, they all did",I was aware of some,"Yes, they all did",None did,I don't know,"Yes, all of them",None of them,"No, at none of my previous employers","No, at none of my previous employers",None did,None of them,Yes,To check that support/equipment could be provided.,No,Too afraid of doing so.,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,Yes,Yes,No,Yes,Rarely,Sometimes,Male,Finland,Unknown,Finland,Unknown,Back-end Developer,Sometimes,0
0,1.0,1,0,30,6-25,Yes,Yes,No,No,Yes,I don't know,Maybe,No,No,Maybe,I don't know,No,I don't know,I was aware of some,None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,I don't know,None of them,Yes,Most people seem to understand physical health issues are outside of our control. ,No,I think they would question whether I could perform the job as well as a candidate without mental health issues.,Maybe,Maybe,Somewhat open,No,Yes,Maybe,Maybe,No,Not applicable to me,Sometimes,Male,United States of America,Ohio,United States of America,Ohio,Front-end Developer|Designer,Sometimes,0
0,1.0,1,1,25,100-500,I don't know,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,No,Maybe,Maybe,I don't know,No,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,Some of them,Maybe,Depends whether it would be relevant to my performance or cause significant outages. ,No,This seems like it would be disqualifying myself or bringing up trouble that my employer likely wouldn't want to deal with. ,"Yes, I think it would",Maybe,Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,Often,Often,Female ,United States of America,Illinois,United States of America,Illinois,Back-end Developer,Sometimes,0
0,1.0,1,1,40,26-100,Yes,Yes,No,No,Yes,Neither easy nor difficult,Maybe,No,Yes,Yes,No,No,"Yes, they all did","Yes, I was aware of all of them",None did,Some did,"Yes, always","Yes, all of them",None of them,"Yes, at all of my previous employers","No, at none of my previous employers",None did,None of them,No,Fear and stigma associated with it.,No,May treat me differently or not hire me,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,Rarely,Sometimes,Male,United States of America,Michigan,United States of America,Michigan,Other,Sometimes,1
0,1.0,1,0,30,More than 1000,I don't know,No,No,No,I don't know,I don't know,Maybe,No,Yes,Yes,No,No,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,"Yes, at all of my previous employers",Some of my previous employers,None did,None of them,Yes,Unknown,Yes,Unknown,"Yes, I think it would",Maybe,Very open,Maybe/Not sure,No,No,No,No,Not applicable to me,Not applicable to me,Male,United States of America,Michigan,United States of America,Michigan,Back-end Developer|Dev Evangelist/Advocate,Sometimes,0
